Locus_tag	Gene product (predicted)	Batch culture 1	Batch culture 2	standard deviation	Unlimited bioreactor 1	Unlimited bioreactor 2	standard deviation
MBURv2_60370	Methyl-accepting chemotaxis protein	56	63	4.949747468	71	63	5.656854249
MBURv2_60407	protein of unknown function	49	83	24.04163056	71	85	9.899494937
MBURv2_120129	Arsenite methyltransferase	67	85	12.72792206	71	73	1.414213562
MBURv2_130227	conserved hypothetical protein; putative membrane protein	136	79	40.30508653	71	67	2.828427125
MBURv2_130255	DNA polymerase III alpha subunit	50	48	1.414213562	71	66	3.535533906
MBURv2_130328	Type IV pilus secretin PilQ	101	65	25.45584412	71	69	1.414213562
MBURv2_130340	protein of unknown function	33	76	30.40559159	71	63	5.656854249
MBURv2_130573	exported protein of unknown function	0	81	57.27564928	71	64	4.949747468
MBURv2_130666	fused ATP-binding subunits of ABC superfamily protein involved in precise excision of transposons	55	56	0.707106781	71	63	5.656854249
MBURv2_130963	Helicase domain protein	77	72	3.535533906	71	69	1.414213562
MBURv2_150009	conserved exported protein of unknown function	55	63	5.656854249	71	71	0
MBURv2_160276	conserved protein of unknown function	78	71	4.949747468	71	81	7.071067812
MBURv2_160360	Uncharacterized ABC transporter ATP-binding protein YknY	39	55	11.3137085	71	74	2.121320344
MBURv2_160549	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	63	61	1.414213562	71	67	2.828427125
MBURv2_210213	protein of unknown function	36	59	16.26345597	71	80	6.363961031
MBURv2_210216	protein of unknown function	58	51	4.949747468	71	68	2.121320344
MBURv2_210418	ATPase regulatory factor involved in DnaA inactivation	74	48	18.38477631	71	63	5.656854249
MBURv2_210435	"putative transcriptional regulator, CopG family"	46	27	13.43502884	71	59	8.485281374
MBURv2_210583	Multi-sensor hybrid histidine kinase (Modular protein)	70	73	2.121320344	71	73	1.414213562
MBURv2_250090	transposase	116	110	4.242640687	71	76	3.535533906
MBURv2_20049	UDP-galactose-4-epimerase	88	92	2.828427125	70	77	4.949747468
MBURv2_20276	conserved protein of unknown function	58	115	40.30508653	70	76	4.242640687
MBURv2_20434	protein of unknown function	67	91	16.97056275	70	77	4.949747468
MBURv2_20474	T/U mismatch-specific DNA glycosylase	83	81	1.414213562	70	73	2.121320344
MBURv2_20501	protein of unknown function	110	66	31.11269837	70	61	6.363961031
MBURv2_30009	CHAD domain containing protein	86	81	3.535533906	70	63	4.949747468
MBURv2_30109	Sodium:dicarboxylate symporter	85	82	2.121320344	70	82	8.485281374
MBURv2_50375	conserved protein of unknown function	145	138	4.949747468	70	86	11.3137085
MBURv2_60383	Iron-containing alcohol dehydrogenase	102	76	18.38477631	70	75	3.535533906
MBURv2_120087	conserved protein of unknown function	46	74	19.79898987	70	64	4.242640687
MBURv2_120135	Penicillin-binding protein 1B [Includes: Penicillin-insensitive transglycosylase ; Penicillin-sensitive transpeptidase]	37	63	18.38477631	70	68	1.414213562
MBURv2_130081	putative anion transporter	48	57	6.363961031	70	75	3.535533906
MBURv2_130094	conserved exported protein of unknown function	61	72	7.778174593	70	61	6.363961031
MBURv2_130166	conserved protein of unknown function	47	63	11.3137085	70	65	3.535533906
MBURv2_130624	conserved membrane protein of unknown function	79	65	9.899494937	70	70	0
MBURv2_130698	Bifunctional permease/carbonic anhydrase	47	69	15.55634919	70	70	0
MBURv2_160076	"putative ABC-type transport system, ATPase component"	67	51	11.3137085	70	62	5.656854249
MBURv2_160467	conserved protein of unknown function	109	60	34.64823228	70	60	7.071067812
MBURv2_160479	toxin of the YoeB-YefM toxin-antitoxin system	0	61	43.13351365	70	59	7.778174593
MBURv2_190079	DnaA initiator-associating factor for replication initiation	15	58	30.40559159	70	65	3.535533906
MBURv2_190081	conserved protein of unknown function	88	61	19.09188309	70	65	3.535533906
MBURv2_210245	protein of unknown function	73	61	8.485281374	70	62	5.656854249
MBURv2_210336	Plasmid stabilization system	28	53	17.67766953	70	60	7.071067812
MBURv2_210526	Diguanylate cyclase	94	72	15.55634919	70	69	0.707106781
MBURv2_220014	putative methyltransferase CheR	86	63	16.26345597	70	71	0.707106781
MBURv2_20207	Heat shock protein DnaJ domain protein	46	60	9.899494937	69	66	2.121320344
MBURv2_20363	conserved protein of unknown function	115	87	19.79898987	69	72	2.121320344
MBURv2_50395	V-type ATP synthase subunit D	87	70	12.02081528	69	75	4.242640687
MBURv2_60160	Molybdopterin molybdenumtransferase	48	57	6.363961031	69	62	4.949747468
MBURv2_60207	Response regulator receiver modulated metal dependent phosphohydrolase	57	75	12.72792206	69	57	8.485281374
MBURv2_130084	conserved protein of unknown function	110	58	36.76955262	69	69	0
MBURv2_130232	Flagellar export protein FliJ	58	58	0	69	56	9.192388155
MBURv2_130294	conserved protein of unknown function	57	69	8.485281374	69	74	3.535533906
MBURv2_130516	Retron-type reverse transcriptase	111	80	21.92031022	69	69	0
MBURv2_130889	Acyl-CoA dehydrogenase domain protein	65	60	3.535533906	69	67	1.414213562
MBURv2_130926	conserved protein of unknown function	51	38	9.192388155	69	57	8.485281374
MBURv2_160138	putative polysaccharide biosynthesis protein	59	48	7.778174593	69	71	1.414213562
MBURv2_160361	Ribosomal RNA large subunit methyltransferase J	21	58	26.1629509	69	68	0.707106781
MBURv2_160406	Delta(24)-sterol reductase	61	52	6.363961031	69	65	2.828427125
MBURv2_160448	conserved protein of unknown function	24	55	21.92031022	69	67	1.414213562
MBURv2_160571	conserved protein of unknown function	57	36	14.8492424	69	57	8.485281374
MBURv2_210057	Inner membrane protein YrbG	45	58	9.192388155	69	70	0.707106781
MBURv2_210102	putative Histidine kinase	94	77	12.02081528	69	70	0.707106781
MBURv2_210206	protein of unknown function	89	45	31.11269837	69	61	5.656854249
MBURv2_210362	conserved protein of unknown function	58	70	8.485281374	69	74	3.535533906
MBURv2_220019	Redoxin domain protein (Modular protein)	32	66	24.04163056	69	63	4.242640687
MBURv2_10007	Protein TraJ	24	16	5.656854249	68	55	9.192388155
MBURv2_30059	conserved protein of unknown function	75	61	9.899494937	68	64	2.828427125
MBURv2_30093	Uncharacterized transporter HI_0608	46	66	14.14213562	68	71	2.121320344
MBURv2_30101	1-aminocyclopropane-1-carboxylate deaminase	19	54	24.74873734	68	68	0
MBURv2_50004	"Anti-FecI sigma factor, FecR"	64	53	7.778174593	68	69	0.707106781
MBURv2_50124	putative outer membrane protein	71	90	13.43502884	68	67	0.707106781
MBURv2_50351	FAD dependent oxidoreductase	40	65	17.67766953	68	65	2.121320344
MBURv2_50440	5-oxoprolinase	36	53	12.02081528	68	72	2.828427125
MBURv2_50446	ABC transporter related protein	73	83	7.071067812	68	70	1.414213562
MBURv2_60052	conserved protein of unknown function	87	76	7.778174593	68	73	3.535533906
MBURv2_60243	Response regulator rcp1	77	51	18.38477631	68	63	3.535533906
MBURv2_120107	Peptidase C14 caspase catalytic subunit p20	93	69	16.97056275	68	57	7.778174593
MBURv2_130068	conserved protein of unknown function	115	64	36.06244584	68	59	6.363961031
MBURv2_130964	putative very short patch repair protein	96	94	1.414213562	68	67	0.707106781
MBURv2_160046	conserved protein of unknown function	106	75	21.92031022	68	63	3.535533906
MBURv2_160331	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	85	112	19.09188309	68	79	7.778174593
MBURv2_10073	putative conjugal transfer protein TrbC	62	34	19.79898987	67	70	2.121320344
MBURv2_20221	Malonyl-CoA O-methyltransferase BioC	22	37	10.60660172	67	61	4.242640687
MBURv2_20495	conserved exported protein of unknown function	68	75	4.949747468	67	67	0
MBURv2_30035	DNA-dependent ATPase I and helicase II	56	58	1.414213562	67	61	4.242640687
MBURv2_30047	putative two-component hybrid sensor and regulator	77	68	6.363961031	67	69	1.414213562
MBURv2_30060	GTP-binding protein HSR1-related protein	55	57	1.414213562	67	63	2.828427125
MBURv2_50056	Heat shock protein DnaJ domain protein	69	85	11.3137085	67	66	0.707106781
MBURv2_50127	putative phosphoprotein phosphatase	109	96	9.192388155	67	70	2.121320344
MBURv2_50406	ABC transporter related protein	102	96	4.242640687	67	65	1.414213562
MBURv2_60135	Retron-type reverse transcriptase	89	79	7.071067812	67	70	2.121320344
MBURv2_60148	putative sulfate transporter	35	39	2.828427125	67	63	2.828427125
MBURv2_60364	putative chemoreceptor glutamine deamidase CheD	109	69	28.28427125	67	59	5.656854249
MBURv2_80113	"dTDP-4-deoxyrhamnose-3,5-epimerase"	95	62	23.33452378	67	59	5.656854249
MBURv2_120106	protein of unknown function	0	76	53.74011537	67	48	13.43502884
MBURv2_130371	conserved protein of unknown function	171	46	88.38834765	67	63	2.828427125
MBURv2_130681	"putative bipartite protein [includes a nickel-iron hydrogenase, accessory protein domain HupE; a TonB-dependent receptor]"	80	54	18.38477631	67	68	0.707106781
MBURv2_130908	Peptidase M14 carboxypeptidase A	67	58	6.363961031	67	63	2.828427125
MBURv2_130922	Outer membrane efflux protein	39	54	10.60660172	67	62	3.535533906
MBURv2_160259	conserved protein of unknown function	187	75	79.19595949	67	76	6.363961031
MBURv2_160414	TonB family protein	69	54	10.60660172	67	56	7.778174593
MBURv2_160466	conserved hypothetical protein	32	56	16.97056275	67	63	2.828427125
MBURv2_160468	conserved protein of unknown function	81	64	12.02081528	67	60	4.949747468
MBURv2_210149	conserved protein of unknown function	7	53	32.52691193	67	61	4.242640687
MBURv2_210182	protein of unknown function	30	86	39.59797975	67	68	0.707106781
MBURv2_210196	"UDP-2,3-diacylglucosamine pyrophosphatase"	96	57	27.57716447	67	61	4.242640687
MBURv2_250118	conserved protein of unknown function	33	68	24.74873734	67	65	1.414213562
MBURv2_20266	conserved protein of unknown function	23	60	26.1629509	66	62	2.828427125
MBURv2_20475	conserved exported protein of unknown function	0	66	46.66904756	66	57	6.363961031
MBURv2_30107	conserved protein of unknown function	123	73	35.35533906	66	56	7.071067812
MBURv2_60283	conserved protein of unknown function	41	65	16.97056275	66	61	3.535533906
MBURv2_80017	conserved protein of unknown function	36	64	19.79898987	66	56	7.071067812
MBURv2_80098	"curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK"	64	83	13.43502884	66	71	3.535533906
MBURv2_120120	conserved protein of unknown function	41	46	3.535533906	66	60	4.242640687
MBURv2_130091	conserved protein of unknown function	40	53	9.192388155	66	63	2.121320344
MBURv2_130857	conserved protein of unknown function	89	42	33.23401872	66	50	11.3137085
MBURv2_130879	conserved protein of unknown function	0	38	26.87005769	66	62	2.828427125
MBURv2_190039	protein of unknown function	0	44	31.11269837	66	57	6.363961031
MBURv2_210220	"dTDP-4-deoxyrhamnose-3,5-epimerase"	112	43	48.7903679	66	55	7.778174593
MBURv2_240052	protein of unknown function	0	44	31.11269837	66	59	4.949747468
MBURv2_240063	conserved membrane protein of unknown function	30	52	15.55634919	66	60	4.242640687
MBURv2_20208	Predicted ATPase (AAA+ superfamily)	92	71	14.8492424	65	68	2.121320344
MBURv2_20337	conserved membrane protein of unknown function	67	60	4.949747468	65	70	3.535533906
MBURv2_20362	conserved protein of unknown function	64	70	4.242640687	65	61	2.828427125
MBURv2_30074	transcription-repair coupling factor	50	54	2.828427125	65	63	1.414213562
MBURv2_30103	polyphosphate kinase	37	62	17.67766953	65	60	3.535533906
MBURv2_50065	MscS Mechanosensitive ion channel	65	65	0	65	62	2.121320344
MBURv2_50377	NAD-glutamate dehydrogenase	80	75	3.535533906	65	66	0.707106781
MBURv2_50381	conserved exported protein of unknown function	71	70	0.707106781	65	59	4.242640687
MBURv2_60044	Methyl-accepting chemotaxis protein	80	61	13.43502884	65	66	0.707106781
MBURv2_60070	"Transcriptional regulator, TetR family"	42	78	25.45584412	65	55	7.071067812
MBURv2_60074	protein of unknown function	0	79	55.86143571	65	65	0
MBURv2_60305	Cytosine deaminase (fragment)	73	69	2.828427125	65	58	4.949747468
MBURv2_80078	conserved protein of unknown function	56	61	3.535533906	65	65	0
MBURv2_120054	putative potassium uptake protein (TrkH)	44	54	7.071067812	65	68	2.121320344
MBURv2_120119	conserved protein of unknown function	29	70	28.99137803	65	56	6.363961031
MBURv2_120134	conserved protein of unknown function	37	72	24.74873734	65	71	4.242640687
MBURv2_120136	Cyclic diguanylate phosphodiesterase domain protein	29	61	22.627417	65	64	0.707106781
MBURv2_130058	putative Diguanylate cyclase/phosphodiesterase with PAS/PAC and Chase sensor(S)	67	54	9.192388155	65	60	3.535533906
MBURv2_130152	protein of unknown function	84	58	18.38477631	65	52	9.192388155
MBURv2_130238	"fused response regulator of ato opeon, in two-component system with AtoS: response regulator ; sigma54 interaction protein"	51	48	2.121320344	65	63	1.414213562
MBURv2_130427	Adenylate cyclase	111	66	31.81980515	65	58	4.949747468
MBURv2_130806	Peptidase S8 and S53 subtilisin kexin sedolisin	142	149	4.949747468	65	72	4.949747468
MBURv2_130984	conserved exported protein of unknown function	76	63	9.192388155	65	55	7.071067812
MBURv2_160010	conserved exported protein of unknown function	27	55	19.79898987	65	61	2.828427125
MBURv2_160135	putative sulfotransferase	67	43	16.97056275	65	75	7.071067812
MBURv2_160269	protein of unknown function	35	22	9.192388155	65	51	9.899494937
MBURv2_210056	conserved protein of unknown function	145	51	66.46803743	65	53	8.485281374
MBURv2_210058	Alanine dehydrogenase	79	56	16.26345597	65	60	3.535533906
MBURv2_210068	conserved protein of unknown function	155	73	57.98275606	65	73	5.656854249
MBURv2_210454	conserved protein of unknown function	41	81	28.28427125	65	59	4.242640687
MBURv2_240053	protein of unknown function	41	43	1.414213562	65	55	7.071067812
MBURv2_240074	Diguanylate cyclase/phosphodiesterase	92	68	16.97056275	65	66	0.707106781
MBURv2_240087	putative Glycine cleavage system transcriptional repressor	116	85	21.92031022	65	60	3.535533906
MBURv2_10006	Protein TraK	0	17	12.02081528	64	42	15.55634919
MBURv2_20169	protein of unknown function	181	53	90.50966799	64	63	0.707106781
MBURv2_20375	conserved membrane protein of unknown function	144	83	43.13351365	64	72	5.656854249
MBURv2_20418	putative membrane protein	107	85	15.55634919	64	69	3.535533906
MBURv2_50038	Ribosome biogenesis GTPase A	47	44	2.121320344	64	63	0.707106781
MBURv2_50156	putative Mitogen-activated protein kinase kinase	78	90	8.485281374	64	62	1.414213562
MBURv2_50391	conserved protein of unknown function	38	58	14.14213562	64	60	2.828427125
MBURv2_60049	conserved exported protein of unknown function	59	57	1.414213562	64	64	0
MBURv2_60212	Alpha/beta hydrolase fold protein	64	82	12.72792206	64	66	1.414213562
MBURv2_60224	conserved protein of unknown function	60	51	6.363961031	64	59	3.535533906
MBURv2_60290	conserved protein of unknown function	26	28	1.414213562	64	49	10.60660172
MBURv2_120044	conserved exported protein of unknown function	58	69	7.778174593	64	64	0
MBURv2_120081	putative Fe-S electron transport protein	56	67	7.778174593	64	63	0.707106781
MBURv2_130200	Type II secretion system protein E	30	51	14.8492424	64	60	2.828427125
MBURv2_130214	"chemotaxis regulator, protein-glutamate methyltransferase"	45	65	14.14213562	64	65	0.707106781
MBURv2_130366	conserved protein of unknown function	0	77	54.44722215	64	69	3.535533906
MBURv2_130386	protein of unknown function	55	51	2.828427125	64	63	0.707106781
MBURv2_130950	protein of unknown function	41	40	0.707106781	64	58	4.242640687
MBURv2_160144	conserved membrane protein of unknown function	0	58	41.01219331	64	56	5.656854249
MBURv2_160384	Methyltransferase domain family	78	72	4.242640687	64	65	0.707106781
MBURv2_160460	conserved protein of unknown function	49	70	14.8492424	64	60	2.828427125
MBURv2_210101	Integrase catalytic region	32	71	27.57716447	64	64	0
MBURv2_220006	Multicopper oxidase type 2 (Modular protein)	36	52	11.3137085	64	62	1.414213562
MBURv2_250114	conserved exported protein of unknown function	74	75	0.707106781	64	59	3.535533906
MBURv2_20131	Fatty acid hydroxylase	79	72	4.949747468	63	64	0.707106781
MBURv2_30108	conserved protein of unknown function	38	55	12.02081528	63	63	0
MBURv2_50154	transposase	81	53	19.79898987	63	63	0
MBURv2_50194	conserved protein of unknown function	64	84	14.14213562	63	62	0.707106781
MBURv2_50403	Diguanylate phosphodiesterase	131	92	27.57716447	63	58	3.535533906
MBURv2_60075	Integral membrane sensor signal transduction histidine kinase	82	80	1.414213562	63	65	1.414213562
MBURv2_60095	conserved protein of unknown function	140	77	44.54772721	63	66	2.121320344
MBURv2_60159	SoxA	62	65	2.121320344	63	62	0.707106781
MBURv2_60306	Integrase catalytic region	169	66	72.83199846	63	63	0
MBURv2_60338	Acetate kinase	51	64	9.192388155	63	59	2.828427125
MBURv2_80036	conserved protein of unknown function	72	60	8.485281374	63	65	1.414213562
MBURv2_80093	conserved exported protein of unknown function	63	67	2.828427125	63	60	2.121320344
MBURv2_130361	conserved protein of unknown function	35	39	2.828427125	63	58	3.535533906
MBURv2_130574	5-bromo-4-chloroindolyl phosphate hydrolysis protein	50	58	5.656854249	63	56	4.949747468
MBURv2_130759	conserved protein of unknown function	229	99	91.92388155	63	60	2.121320344
MBURv2_150013	conserved protein of unknown function	57	64	4.949747468	63	64	0.707106781
MBURv2_210192	conserved protein of unknown function	60	66	4.242640687	63	64	0.707106781
MBURv2_210361	conserved protein of unknown function	60	55	3.535533906	63	56	4.949747468
MBURv2_210580	conserved protein of unknown function	67	64	2.121320344	63	60	2.121320344
MBURv2_10005	Protein TraL	36	24	8.485281374	62	55	4.949747468
MBURv2_10015	"Glutathione-dependent formaldehyde-activating, GFA"	22	34	8.485281374	62	60	1.414213562
MBURv2_20038	putative GGDEF/EAL-domain containing protein	67	66	0.707106781	62	63	0.707106781
MBURv2_20301	conserved membrane protein of unknown function	52	60	5.656854249	62	55	4.949747468
MBURv2_20486	"putative TRAP C4-dicarboxylate transport system, DctQ subunit"	63	50	9.192388155	62	65	2.121320344
MBURv2_50135	conserved protein of unknown function	51	108	40.30508653	62	67	3.535533906
MBURv2_50144	conserved protein of unknown function	18	41	16.26345597	62	59	2.121320344
MBURv2_60279	transposase (fragment)	92	82	7.071067812	62	62	0
MBURv2_80015	protein of unknown function	31	47	11.3137085	62	57	3.535533906
MBURv2_120023	protein of unknown function	0	97	68.58935778	62	67	3.535533906
MBURv2_120038	conserved protein of unknown function	48	63	10.60660172	62	64	1.414213562
MBURv2_120047	Enolase-phosphatase E1	26	40	9.899494937	62	51	7.778174593
MBURv2_130019	Gamma-glutamyltranspeptidase	46	76	21.21320344	62	69	4.949747468
MBURv2_130083	conserved protein of unknown function	52	56	2.828427125	62	68	4.242640687
MBURv2_130153	conserved protein of unknown function	60	52	5.656854249	62	49	9.192388155
MBURv2_130520	Riboflavin-specific deaminase/GTP cyclohydrolase II	13	56	30.40559159	62	64	1.414213562
MBURv2_130723	Sulfur relay protein TusB/DsrH	150	41	77.07463915	62	61	0.707106781
MBURv2_130962	conserved protein of unknown function	47	67	14.14213562	62	65	2.121320344
MBURv2_160003	conserved protein of unknown function	0	62	43.84062043	62	65	2.121320344
MBURv2_160072	putative SCO1/SenC family protein/methylamine utilization protein MauG	42	51	6.363961031	62	60	1.414213562
MBURv2_160453	conserved membrane protein of unknown function	63	41	15.55634919	62	58	2.828427125
MBURv2_160530	protein of unknown function	0	66	46.66904756	62	66	2.828427125
MBURv2_160540	conserved membrane protein of unknown function	29	66	26.1629509	62	73	7.778174593
MBURv2_160554	putative enzyme	56	81	17.67766953	62	59	2.121320344
MBURv2_190133	protein of unknown function	52	78	18.38477631	62	83	14.8492424
MBURv2_210235	conserved protein of unknown function	43	57	9.899494937	62	62	0
MBURv2_210585	Multicopper oxidase type 2 (Modular protein)	73	55	12.72792206	62	61	0.707106781
MBURv2_260034	conserved exported protein of unknown function	96	61	24.74873734	62	61	0.707106781
MBURv2_10058	ParB family protein	48	37	7.778174593	61	55	4.242640687
MBURv2_10076	putative plasmid replication initiator protein	34	31	2.121320344	61	52	6.363961031
MBURv2_20034	"putative oligopeptide transport protein (ABC superfamily, atp_bind)"	43	63	14.14213562	61	63	1.414213562
MBURv2_30076	conserved protein of unknown function	92	52	28.28427125	61	48	9.192388155
MBURv2_30102	Methyltransferase type 11	24	66	29.69848481	61	57	2.828427125
MBURv2_50025	protein of unknown function	215	43	121.6223664	61	63	1.414213562
MBURv2_50287	conserved protein of unknown function	32	60	19.79898987	61	54	4.949747468
MBURv2_60205	conserved protein of unknown function	62	71	6.363961031	61	58	2.121320344
MBURv2_60275	transposase	66	48	12.72792206	61	61	0
MBURv2_60332	Integrase catalytic region	43	52	6.363961031	61	65	2.828427125
MBURv2_80075	ATP-dependent DNA helicase RecQ	69	71	1.414213562	61	66	3.535533906
MBURv2_120099	putative Multi-sensor signal transduction histidine kinase	53	64	7.778174593	61	57	2.828427125
MBURv2_130365	protein of unknown function	60	50	7.071067812	61	55	4.242640687
MBURv2_130488	putative rod shape-determining protein MreD	71	50	14.8492424	61	51	7.071067812
MBURv2_130665	Molybdopterin binding domain protein	57	57	0	61	57	2.828427125
MBURv2_130807	Bile acid transporter family protein	55	51	2.828427125	61	59	1.414213562
MBURv2_130837	Plasmid stability protein StbB	42	36	4.242640687	61	61	0
MBURv2_130888	putative Amino acid adenyltransferase	78	49	20.50609665	61	63	1.414213562
MBURv2_160203	conserved protein of unknown function	30	61	21.92031022	61	58	2.121320344
MBURv2_160346	putative Histidine kinase	64	56	5.656854249	61	59	1.414213562
MBURv2_160392	transposase	34	47	9.192388155	61	56	3.535533906
MBURv2_160393	conserved exported protein of unknown function	16	61	31.81980515	61	57	2.828427125
MBURv2_180006	conserved protein of unknown function	50	106	39.59797975	61	62	0.707106781
MBURv2_190026	Rhomboid family protein	69	70	0.707106781	61	62	0.707106781
MBURv2_190027	protein of unknown function	65	120	38.89087297	61	86	17.67766953
MBURv2_190077	"exonuclease V (RecBCD complex), alpha chain"	43	44	0.707106781	61	56	3.535533906
MBURv2_210527	conserved membrane protein of unknown function	76	79	2.121320344	61	67	4.242640687
MBURv2_220005	putative Diguanylate cyclase	87	67	14.14213562	61	60	0.707106781
MBURv2_240047	Type I Restriction Enzyme	34	44	7.071067812	61	54	4.949747468
MBURv2_260035	protein of unknown function	88	80	5.656854249	61	67	4.242640687
MBURv2_20032	Binding-protein-dependent transport systems inner membrane component	44	76	22.627417	60	70	7.071067812
MBURv2_20054	conserved protein of unknown function	60	54	4.242640687	60	59	0.707106781
MBURv2_20239	conserved protein of unknown function	71	65	4.242640687	60	59	0.707106781
MBURv2_20270	"Transcriptional regulator, LysR family"	47	52	3.535533906	60	49	7.778174593
MBURv2_20293	conserved protein of unknown function	56	55	0.707106781	60	55	3.535533906
MBURv2_50016	putative signal transduction protein	30	46	11.3137085	60	53	4.949747468
MBURv2_50288	conserved protein of unknown function	109	77	22.627417	60	53	4.949747468
MBURv2_60046	Response regulator receiver modulated metal dependent phosphohydrolase	25	67	29.69848481	60	57	2.121320344
MBURv2_60059	UBA/THIF-type NAD/FAD binding protein	58	60	1.414213562	60	61	0.707106781
MBURv2_60269	"putative type I restriction-modification system, methyltransferase subunit"	55	43	8.485281374	60	49	7.778174593
MBURv2_60347	Aminotransferase class I and II	64	40	16.97056275	60	57	2.121320344
MBURv2_60382	Polyphosphate kinase	56	54	1.414213562	60	56	2.828427125
MBURv2_120069	conserved protein of unknown function	110	85	17.67766953	60	60	0
MBURv2_130319	conserved exported protein of unknown function	59	44	10.60660172	60	56	2.828427125
MBURv2_130507	putative glycosyltransferase	60	49	7.778174593	60	49	7.778174593
MBURv2_130789	putative acetyltransferase	73	64	6.363961031	60	55	3.535533906
MBURv2_160015	Thiopurine S-methyltransferase	13	38	17.67766953	60	56	2.828427125
MBURv2_160073	conserved protein of unknown function	29	46	12.02081528	60	54	4.242640687
MBURv2_160202	protein of unknown function	46	113	47.37615434	60	71	7.778174593
MBURv2_160240	RNA polymerase sigma factor	66	76	7.071067812	60	51	6.363961031
MBURv2_160290	conserved exported protein of unknown function	49	62	9.192388155	60	59	0.707106781
MBURv2_190052	protein of unknown function	126	55	50.20458146	60	58	1.414213562
MBURv2_210105	Integrase catalytic region	60	52	5.656854249	60	62	1.414213562
MBURv2_210203	protein of unknown function	40	48	5.656854249	60	54	4.242640687
MBURv2_210415	conserved protein of unknown function	27	70	30.40559159	60	62	1.414213562
MBURv2_240068	conserved protein of unknown function	59	102	30.40559159	60	66	4.242640687
MBURv2_240105	conserved protein of unknown function	0	45	31.81980515	60	50	7.071067812
MBURv2_10079	putative ParA-like ATPase involved in plasmid partitioning	0	25	17.67766953	59	48	7.778174593
MBURv2_20342	glycolate oxidase iron-sulfur subunit	62	61	0.707106781	59	58	0.707106781
MBURv2_30014	phosphate transporter subunit ; ATP-binding component of ABC superfamily	43	59	11.3137085	59	55	2.828427125
MBURv2_30072	Glyoxalase/bleomycin resistance protein/ring-cleaving dioxygenase	63	53	7.071067812	59	62	2.121320344
MBURv2_50448	conserved protein of unknown function	55	79	16.97056275	59	56	2.121320344
MBURv2_50449	conserved protein of unknown function	60	50	7.071067812	59	50	6.363961031
MBURv2_60094	"HAD-superfamily hydrolase, subfamily IA, variant 3"	112	68	31.11269837	59	70	7.778174593
MBURv2_60386	putative suppressor for copper-sensitivity D	126	54	50.91168825	59	64	3.535533906
MBURv2_130144	putative threonine-phosphate decarboxylase	43	36	4.949747468	59	49	7.071067812
MBURv2_130645	conserved membrane protein of unknown function	70	73	2.121320344	59	72	9.192388155
MBURv2_130683	putative monooxygenase	56	41	10.60660172	59	54	3.535533906
MBURv2_130718	putative TrkA-N domain protein	65	38	19.09188309	59	61	1.414213562
MBURv2_130935	putative K(+)-stimulated pyrophosphate-energized sodium pump	88	93	3.535533906	59	63	2.828427125
MBURv2_160128	"Glycosyl transferase, group 4 family protein"	50	40	7.071067812	59	58	0.707106781
MBURv2_160367	conserved exported protein of unknown function	71	48	16.26345597	59	59	0
MBURv2_210003	conserved exported protein of unknown function	15	43	19.79898987	59	66	4.949747468
MBURv2_210022	Macrophage migration inhibitory factor	75	48	19.09188309	59	54	3.535533906
MBURv2_210127	ATP-dependent DNA helicase	109	57	36.76955262	59	54	3.535533906
MBURv2_210251	"putative mxaA protein, involved in Ca2+ insertion in methanol dehydrogenase"	64	86	15.55634919	59	66	4.949747468
MBURv2_250085	protein of unknown function	0	94	66.46803743	59	69	7.071067812
MBURv2_260015	Hopanoid biosynthesis associated RND transporter like protein HpnN	63	48	10.60660172	59	52	4.949747468
MBURv2_20457	Monofunctional biosynthetic peptidoglycan transglycosylase	60	75	10.60660172	58	61	2.121320344
MBURv2_20496	conserved protein of unknown function	57	64	4.949747468	58	55	2.121320344
MBURv2_30117	conserved protein of unknown function	51	48	2.121320344	58	51	4.949747468
MBURv2_50081	putative metallo-hydrolase/oxidoreductase	67	56	7.778174593	58	55	2.121320344
MBURv2_50142	conserved protein of unknown function	178	121	40.30508653	58	58	0
MBURv2_50155	putative Non-specific protein-tyrosine kinase	69	66	2.121320344	58	51	4.949747468
MBURv2_50158	putative PAS/PAC sensor protein	84	78	4.242640687	58	55	2.121320344
MBURv2_60133	protein of unknown function	121	58	44.54772721	58	61	2.121320344
MBURv2_60374	Response regulator receiver modulated metal dependent phosphohydrolase	90	68	15.55634919	58	55	2.121320344
MBURv2_60403	conserved protein of unknown function	60	67	4.949747468	58	57	0.707106781
MBURv2_80080	methionine sulfoxide reductase A	69	50	13.43502884	58	53	3.535533906
MBURv2_120037	PAS sensor protein	18	62	31.11269837	58	63	3.535533906
MBURv2_120122	Type I restriction-modification system endonuclease	74	55	13.43502884	58	58	0
MBURv2_130267	conserved protein of unknown function	188	105	58.68986284	58	67	6.363961031
MBURv2_130680	protein of unknown function	89	71	12.72792206	58	67	6.363961031
MBURv2_130838	conserved protein of unknown function	35	38	2.121320344	58	60	1.414213562
MBURv2_130951	conserved protein of unknown function	75	48	19.09188309	58	44	9.899494937
MBURv2_160168	conserved protein of unknown function	114	80	24.04163056	58	46	8.485281374
MBURv2_160232	Secretion protein HlyD	65	35	21.21320344	58	57	0.707106781
