Gene ID	product	MB_31_BR1	MB_31_BR2	MIX_31_13_BR1	MIX_31_13_BR2	MIX_31_JLW8_BR1	MIX_31_JLW8_BR2
T449DRAFT_2358	"DNA helicase/exodeoxyribonuclease V, alpha subunit"	2742.352695	2378.973544	2082.799739	2358.170251	2182.380844	2397.270183
T449DRAFT_2359	"DNA helicase/exodeoxyribonuclease V, beta subunit"	6748.193166	5842.874135	5267.635384	5537.085098	5219.019033	5881.019358
T449DRAFT_2365	ADP-L-glycero-D-manno-heptose-6-epimerase	2352.581104	2491.207376	2584.250138	2734.608787	2705.581011	2664.106022
T449DRAFT_2366	"D-heptose-7- phosphate 1-kinase,D-heptose-1-phosphate adenylyltransferase"	3139.100064	2933.427862	3582.338553	3527.301473	3233.974232	3368.935348
T449DRAFT_2367	phosphoheptose isomerase	1630.588089	1704.611285	1894.154291	1954.584705	1598.162296	1687.125402
T449DRAFT_2368	lipid A export permease/ATP-binding protein MsbA	3827.958134	3673.979303	4540.965419	3892.881205	3818.19278	4280.004327
T449DRAFT_2369	predicted glycosyltransferase	2765.023973	2511.35191	2701.672304	2508.383705	2656.247	2507.831646
T449DRAFT_2370	glycosyl transferase	3040.567201	2808.723603	2988.490383	2829.623321	2592.632092	2550.355286
T449DRAFT_2371	glycosyltransferase involved in LPS biosynthesis	3725.937382	3537.763883	3899.955888	3737.238349	3110.639205	3736.764831
T449DRAFT_2372	"lipopolysaccharide heptosyltransferase III, putative"	1317.550055	1542.495749	1713.208658	1708.451817	1844.83235	1362.882649
T449DRAFT_2373	Desulfoferrodoxin	1434.394335	1618.277568	1984.627108	1985.351316	1585.179662	1491.516659
T449DRAFT_2374	hypothetical protein	1800.622676	1860.011976	2571.73794	2462.233789	1931.816	1785.992864
T449DRAFT_2375	predicted membrane protein	960.9134086	1039.841662	1315.70575	1294.912367	1324.22871	999.3055308
T449DRAFT_2376	hypothetical protein	19229.60381	21623.7184	19255.31034	19792.88484	23985.41707	20605.89266
T449DRAFT_2377	hypothetical protein	15051.98481	16583.74783	14240.80635	16223.05305	16651.52689	17362.40205
T449DRAFT_2378	glucose-6-phosphate isomerase	7886.988912	8333.122248	7993.369607	8278.933088	9217.670431	8118.825892
T449DRAFT_2379	predicted soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein	1617.508505	1671.037062	1732.458193	1532.901153	1857.814984	1513.84157
T449DRAFT_2380	cytosine/adenosine deaminase	1632.332033	1829.315543	1776.732125	1441.50622	1493.002957	1566.99612
T449DRAFT_2381	GMP synthase (glutamine-hydrolyzing)	4333.702033	5111.915328	4345.582634	4308.230455	6774.338635	4794.540366
T449DRAFT_2382	inosine-5'-monophosphate dehydrogenase	7605.341878	8074.121096	7416.84602	7544.154022	8865.841039	7375.72529
T449DRAFT_2383	type II secretion system protein E	4077.342195	3570.378843	4094.376196	3995.134942	2651.053947	3004.295138
T449DRAFT_2384	"type II secretory pathway, component PulF"	1791.030981	1509.880789	1880.679616	1817.944756	1117.804823	1336.305375
T449DRAFT_2385	type II secretion system protein G	1260.871859	1192.364562	1386.929031	1361.874991	854.2573442	1026.945897
T449DRAFT_2386	type II secretion system protein H	869.3563234	818.2517874	845.0546075	889.517021	641.3421399	644.2331401
T449DRAFT_2387	prepilin-type N-terminal cleavage/methylation domain-containing protein	374.9480632	373.1535115	378.2533722	403.5855456	311.5832259	317.8642061
T449DRAFT_2388	prepilin-type N-terminal cleavage/methylation domain-containing protein	778.6712104	706.9772184	764.2065585	872.3239148	637.4473496	673.9996878
T449DRAFT_2389	"type II secretory pathway, component PulK"	1140.53969	951.5894175	1097.223522	1036.110874	730.9223173	927.0153435
T449DRAFT_2390	Tfp pilus assembly protein PilN	1357.660778	1163.586657	1304.156029	1268.670258	1033.417699	1199.166637
T449DRAFT_2391	"Type II secretion system (T2SS), protein M subtype b"	368.8442576	327.1088623	382.1032792	394.5365424	357.0224463	372.0818466
T449DRAFT_2392	hypothetical protein	449.0657036	428.790796	431.1895947	456.0697646	423.2338818	453.9398528
T449DRAFT_2393	type II secretion system protein D	2434.546494	2376.095753	2655.473419	2668.551063	2082.414559	2473.812734
T449DRAFT_2394	ribose-5-phosphate isomerase	12777.00923	12794.65691	9122.354863	9747.586318	10055.05035	11247.50268
T449DRAFT_2395	"DNA helicase/exodeoxyribonuclease V, gamma subunit"	4566.518621	4090.299673	4484.17929	4529.931035	3683.173382	4018.483943
T449DRAFT_2396	"looped-hinge helix DNA binding domain, AbrB family"	566.7819561	549.6580002	562.086436	542.0352956	480.3574732	611.2773194
T449DRAFT_2397	"predicted nucleic-acid-binding protein, contains PIN domain"	810.9341833	768.3700841	623.6849495	669.6262416	640.0438764	827.0847904
T449DRAFT_2398	hypothetical protein	389.7715913	409.6055255	326.2796264	353.8160277	393.3738226	366.7663916
T449DRAFT_2399	hypothetical protein	220.6089767	231.1825097	243.5066238	223.5103807	271.3370592	192.4194692
T449DRAFT_2400	hypothetical protein	395.875397	418.2388972	584.2234018	520.3176878	319.3728065	274.2774755
T449DRAFT_2401	Protein of unknown function (DUF1236)	3215.833621	3607.79012	5188.712288	4874.698059	2083.712823	1818.948684
T449DRAFT_2402	hypothetical protein	3592.525629	4362.730515	5061.665354	5516.272391	2979.514597	1994.358698
T449DRAFT_2403	"sulfate permease-like transporter, MFS superfamily"	151865.3012	167242.7994	185611.7209	201893.2168	108817.8451	77435.54773
T449DRAFT_2404	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	468.2490929	395.2165726	383.065756	361.0552303	423.2338818	412.4793042
T449DRAFT_2405	signal transduction histidine kinase	715.0172369	647.5028798	650.6342992	609.9028201	749.0980055	745.2267842
T449DRAFT_2406	phosphate-selective porin	946.0898805	938.1597281	1203.095967	981.8168543	893.2052474	889.8071588
T449DRAFT_2407	MerR HTH family regulatory protein	904.235213	913.2188764	1853.730267	1212.566438	677.6935162	834.5264273
T449DRAFT_2408	DnaJ-class molecular chaperone with C-terminal Zn finger domain	3634.380297	3654.794033	10045.37009	6052.878284	2731.54628	3156.31715
T449DRAFT_2409	molecular chaperone (small heat shock protein)	5633.812643	6470.232481	35793.54875	17776.76691	3675.383802	4792.414184
T449DRAFT_2410	predicted metal-dependent membrane protease	567.6539283	541.0246285	670.8463114	601.7587172	558.2532796	475.2016726
T449DRAFT_2411	hypothetical protein	337.4532569	376.0313021	487.9757244	419.8737515	385.584242	358.2616637
T449DRAFT_2412	deoxycytidine triphosphate deaminase	3312.62254	3466.778382	4013.528147	3688.373731	3254.746447	2841.642217
T449DRAFT_2413	ATPase involved in chromosome partitioning	2845.245419	3640.40508	5725.774328	4352.570571	2876.951785	2397.270183
T449DRAFT_2414	methionyl-tRNA synthetase	5213.522023	5357.486791	5971.205905	6126.175211	6275.805474	5441.962779
T449DRAFT_2415	"electron transport complex, RnfABCDGE type, B subunit"	921.6746578	893.0743424	920.1277959	871.4190145	872.4330324	873.860794
T449DRAFT_2416	lipopolysaccharide heptosyltransferase I	2320.318131	2275.373083	2355.180666	2200.717594	2458.910957	2387.702364
T449DRAFT_2417	lipopolysaccharide heptosyltransferase II	3946.546359	3759.353757	3852.794526	3975.227134	4379.042587	3813.307382
T449DRAFT_2418	"branched-chain amino acid aminotransferase, group I"	10277.93679	10657.41777	10738.35337	12488.52941	10774.2883	10421.48098
T449DRAFT_2419	glutamine synthetase adenylyltransferase	6336.622269	5884.122466	6520.780143	6689.928114	5543.584893	6283.930843
T449DRAFT_2420	hypothetical protein	7545.175793	7087.998191	7386.046763	6441.985425	6626.336603	7024.905264
T449DRAFT_2421	hypothetical protein	2222.65724	2543.007607	2212.734103	2366.314354	2866.565678	2438.730732
T449DRAFT_2422	hypothetical protein	3079.805952	3387.159509	2754.608527	3092.949316	3902.579904	3320.033163
T449DRAFT_2423	hypothetical protein	58535.49648	51925.89391	48992.95522	52144.88132	37869.04631	50387.32366
T449DRAFT_2424	endonuclease III ;DNA-(apurinic or apyrimidinic site) lyase	980.0967978	920.8929846	844.0921307	903.9954262	789.3441722	937.6462534
T449DRAFT_2425	"predicted polymerase with PALM domain, HD hydrolase domain and Zn ribbon"	14954.32392	15809.62217	12566.09676	13931.84543	15266.2798	15407.37772
T449DRAFT_2426	hypothetical protein	2867.916698	2601.522682	2616.011872	2732.798986	2031.782285	2433.415277
T449DRAFT_2427	uncharacterized protein involved in outer membrane biogenesis	1702.961785	1699.814967	1765.182403	1654.157797	1725.392113	1880.607962
T449DRAFT_2428	A/G-specific DNA-adenine glycosylase	704.55357	639.8287716	693.945754	601.7587172	610.1838173	652.737868
T449DRAFT_2429	Fe-S cluster protector protein	1551.238615	1650.892528	2456.240727	1869.524075	1524.16128	1893.365054
T449DRAFT_2430	transcription termination factor Rho	3632.636352	4328.197028	5570.815567	5099.11334	5761.693151	4348.04215
T449DRAFT_2431	thioredoxin	15962.32383	14819.66221	20269.76086	16544.29267	11859.63653	12760.28116
T449DRAFT_2432	"DNA/RNA helicase, superfamily II"	4770.560125	4509.497834	4529.415698	4322.70886	4891.856646	4926.363649
T449DRAFT_2433	"haloacid dehalogenase superfamily protein, subfamily IA, variant 3 with third motif having DD or ED"	746.4082375	630.2361364	666.0339276	653.3380358	593.3063926	550.6811329
T449DRAFT_2434	ADP-ribose pyrophosphatase	1500.664225	1295.00576	1280.094109	1290.387866	1230.753742	1258.699732
T449DRAFT_2435	hypothetical protein	1050.726549	1024.493445	1302.231075	1030.681472	1119.103086	1168.336998
T449DRAFT_2436	Oxygen tolerance	3554.158851	3699.879419	9897.148666	5594.093819	3354.712732	3716.566102
T449DRAFT_2437	"sugar kinase, ribokinase"	1351.556972	1343.928199	4086.676382	2148.233375	1110.015242	1327.800647
T449DRAFT_2438	tetratricopeptide repeat protein	2092.733376	2088.316695	6312.88516	3352.65571	2130.450307	2329.23236
T449DRAFT_2439	von Willebrand factor type A domain	1089.093328	1095.478946	3186.760598	1738.313527	1086.6465	1087.542083
T449DRAFT_2440	Domain of unknown function (DUF4381)	863.2525177	923.7707752	2949.028835	1487.656137	902.2930915	845.1573372
T449DRAFT_2441	Protein of unknown function DUF58	2510.408079	2316.621414	8162.76552	4377.002879	2007.11528	2031.566882
T449DRAFT_2442	MoxR-like ATPase	3104.221175	3343.99265	13709.51917	7324.263243	3092.463517	2950.077498
T449DRAFT_2443	Domain of unknown function (DUF4124)	725.4809037	820.1703144	813.292874	936.571838	729.6240539	797.3182427
T449DRAFT_2444	short-chain dehydrogenase of unknown substrate specificity	1029.799216	973.6524786	974.988972	1022.537369	863.3451883	865.3560661
T449DRAFT_2445	Cysteine-rich CPXCG	363.6124241	331.9051799	375.3659418	361.9601306	344.0398119	324.242752
T449DRAFT_2446	hypothetical protein	8906.32446	11716.4447	23257.28877	17607.55055	11039.13404	11408.02942
T449DRAFT_2447	hypothetical protein	110149.2773	121595.2853	112178.593	102988.516	84228.73553	111838.2353
T449DRAFT_2448	hemerythrin-like metal-binding domain-containing protein	830.1175726	876.7668625	757.4692211	706.727155	791.940699	816.4538805
T449DRAFT_2449	PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein	12360.2065	11470.87324	10300.42643	10212.70509	10775.58656	11842.83363
T449DRAFT_2450	flavodoxin reductase family protein	151.7231698	123.7449948	753.619314	770.9750782	1677.356366	1793.434501
T449DRAFT_2451	hydroxylamine reductase precursor	816.1660167	844.1519026	3513.040225	3644.033615	7736.351845	10403.40843
T449DRAFT_2452	"transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains"	708.0414589	643.6658257	810.4054436	787.2632841	646.5351936	686.7567797
T449DRAFT_2453	"EcoEI R protein C-terminal/Type III restriction enzyme, res subunit"	1053.342466	965.9783704	894.140923	876.8484164	1082.75171	962.0973462
T449DRAFT_2454	hypothetical protein	840.5812394	753.0218677	998.0884146	743.8280684	751.6945324	755.8576941
T449DRAFT_2455	restriction endonuclease S subunit	631.3079018	734.7958607	744.957023	637.0498299	993.1715324	722.9018734
T449DRAFT_2456	predicted nucleotidyltransferase	312.1660619	353.0089774	364.7786973	294.9975065	401.1634033	297.6654773
T449DRAFT_2457	"nucleotidyltransferase substrate binding protein, HI0074 family"	488.3044544	459.4872288	487.9757244	377.3434362	432.3217259	427.3625781
T449DRAFT_2458	type I restriction-modification system methyltransferase subunit	1219.889164	1211.549833	1424.465625	1074.116688	1437.177629	1281.024643
T449DRAFT_2459	probable addiction module antidote protein	640.0276242	659.0140421	647.7468689	581.85091	649.1317205	626.1605933
T449DRAFT_2461	tRNA modification GTPase TrmE	3977.065387	4323.40071	3610.250379	3544.494579	5576.041479	4569.165076
T449DRAFT_2462	"membrane protein insertase, YidC/Oxa1 family, N-terminal domain"	12001.82591	14290.14874	11654.63126	11013.54187	18916.9966	15607.23883
T449DRAFT_2464	chromosomal replication initiator protein DnaA	2635.972082	2767.475272	2996.190197	3036.845496	3232.675968	2938.383497
T449DRAFT_2465	"DNA polymerase III, beta subunit"	2034.311236	2253.310022	2120.336333	2195.288192	2499.157124	2234.617261
T449DRAFT_2466	DNA replication and repair protein RecF	1017.591604	1096.43821	1082.786371	1109.4078	1346.299188	1111.993176
T449DRAFT_2467	"DNA gyrase, B subunit"	6395.916381	7343.162289	6980.844041	7879.872044	7877.86256	7191.810549
T449DRAFT_2468	prolipoprotein diacylglyceryl transferase	2167.722989	2149.709561	2177.122463	2143.708874	2204.451323	2050.70252
T449DRAFT_2469	thymidylate synthase	1144.899551	1123.297589	1205.983398	1180.894926	1364.474877	1187.472636
T449DRAFT_2470	inorganic pyrophosphatase	1130.076023	1190.446035	1287.793924	1256.001653	1129.489194	1134.318087
T449DRAFT_2471	L-asparaginase/GlutRNAGln amidotransferase subunit D	1017.591604	1006.267438	954.7769597	931.142436	854.2573442	925.9522525
T449DRAFT_2472	dihydrofolate reductase	867.6123789	871.9705448	954.7769597	832.5083004	740.0101614	837.7157003
T449DRAFT_2473	"Bis(5'nucleosyl)-tetraphosphatase, ApaH"	4091.29375	4208.289087	4422.580776	4420.438095	4184.30307	3908.985571
T449DRAFT_2474	uncharacterized protein affecting Mg2+/Co2+ transport	2222.65724	2281.128664	2536.126299	2526.481712	2131.74857	1877.418689
T449DRAFT_2475	Ankyrin repeats (3 copies)	2098.837182	2036.516465	2361.918003	2307.495833	1568.302237	2051.765611
T449DRAFT_2476	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	6228.497711	5516.724536	6133.86448	5988.630361	4955.471554	5672.653524
T449DRAFT_2477	anthranilate phosphoribosyltransferase	3651.819741	3390.996563	3796.008396	3753.526554	3105.446151	3423.152989
T449DRAFT_2478	indole-3-glycerol phosphate synthase	4808.054932	4813.584372	5212.774208	5277.378704	4521.851565	4690.357449
T449DRAFT_2479	diguanylate cyclase (GGDEF) domain-containing protein	4113.965029	3671.101513	3851.832049	3577.070991	3552.048775	3612.383185
T449DRAFT_2480	hypothetical protein	745.5362653	707.9364819	683.3585095	764.6407759	814.0111775	735.6589652
T449DRAFT_2481	long-chain fatty acid transport protein	208.4013654	164.9933264	153.0338071	152.9281552	175.2655645	149.8958296
T449DRAFT_2482	site-specific recombinase XerD	0	0	0	0	0	0
T449DRAFT_2483	AAA ATPase domain	0	0	0	0	0	0
T449DRAFT_2484	"ATP-grasp enzyme, D-alanine-D-alanine ligase"	4.3598612	0.959263526	1.924953548	2.71470098	6.491317205	7.441636932
T449DRAFT_2485	predicted multicopper oxidase	1.74394448	4.796317628	2.887430322	4.524501633	7.789580646	11.69400089
T449DRAFT_2486	hypothetical protein	5.23183344	6.71484468	6.737337417	9.953903592	3.894790323	2.12618198
T449DRAFT_2487	hypothetical protein	303.4463395	361.6423492	355.1539296	341.1474231	324.5658603	305.1071142
T449DRAFT_2488	glutamate racemase	958.2974918	874.8483354	854.6793752	956.4796452	672.5004625	794.1289697
T449DRAFT_2489	"2,3-diketo-5-methylthio-1-phosphopentane phosphatase"	110.7404745	117.9894137	104.9099684	116.7321421	155.7916129	104.182917
T449DRAFT_2490	hypothetical protein	83.70933505	99.76340667	89.51033998	91.39493298	110.3523925	76.5425513
T449DRAFT_2491	methylthioribulose-1-phosphate dehydratase	1732.608841	1648.974001	1674.709587	1755.506633	1691.637264	1517.030843
T449DRAFT_2492	PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein	5382.684638	4920.062623	5330.196374	5202.271977	5553.971001	5613.120428
T449DRAFT_2493	hypothetical protein	5714.034089	6003.071144	5477.45532	5543.4194	4874.979221	5343.095317
T449DRAFT_2494	"Carbohydrate-selective porin, OprB family"	2745.840584	3267.251568	2814.282087	2973.502473	3363.800576	3104.225692
T449DRAFT_2495	hypothetical protein	5674.795338	5877.407622	5169.462753	5773.264083	5335.862743	5304.824041
T449DRAFT_2496	nitrogen regulatory protein P-II family	2147.667627	2234.124751	1988.477015	2110.227561	1962.974323	2247.374353
T449DRAFT_2497	"heavy metal efflux pump, cobalt-zinc-cadmium"	2865.300781	2456.673889	3181.948215	2754.516594	2569.26335	2590.752743
T449DRAFT_2498	"RND family efflux transporter, MFP subunit"	843.1971562	938.1597281	1128.022779	1080.45099	964.6097367	892.9964318
T449DRAFT_2499	outer membrane protein	1021.079493	972.693215	1317.630704	1216.186039	1004.855903	975.917529
T449DRAFT_2500	hypothetical protein	1443.114057	1393.809903	1446.602591	1243.333049	1128.19093	1110.930085
T449DRAFT_2501	Outer membrane efflux protein	1315.80611	1485.899201	2745.946236	2350.026148	1341.106135	1166.210816
T449DRAFT_2502	"RND family efflux transporter, MFP subunit"	1203.321691	1253.757428	2307.056827	2017.022828	1138.577038	1203.419001
T449DRAFT_2503	"heavy metal efflux pump, cobalt-zinc-cadmium"	3203.62601	3062.928437	5905.757485	5412.208853	2808.143823	2688.557114
T449DRAFT_2504	Protein of unknown function (DUF3240)	517.0795384	525.6764121	768.0564656	736.5888658	410.2512474	455.0029438
T449DRAFT_2505	guanylate kinase	2236.608796	2167.935568	2297.432059	2244.15281	2107.081565	1947.582694
T449DRAFT_2506	6-phosphogluconolactonase	2382.22816	2232.206224	2373.467725	2597.968838	2131.74857	1922.06851
T449DRAFT_2507	glucose-6-phosphate 1-dehydrogenase	2244.456546	2385.688388	2133.811008	2417.893673	2187.573898	2111.298707
T449DRAFT_2508	6-phosphogluconate dehydrogenase (decarboxylating)	408.0830084	353.0089774	498.5629689	487.741276	340.1450216	312.5487511
T449DRAFT_2509	hypothetical protein	227.5847547	210.0787121	205.9700296	205.4123741	155.7916129	156.2743756
T449DRAFT_2510	predicted phosphohydrolase	535.3909554	447.9760665	429.2646412	509.4588838	310.2849624	338.0629349
T449DRAFT_2511	cytochrome c peroxidase	461.273315	376.9905656	426.3772108	437.971758	308.986699	309.3594782
T449DRAFT_2512	hypothetical protein	1183.26633	1473.428775	1833.518254	1486.751237	1786.410495	1003.557895
T449DRAFT_2513	"predicted NADH:ubiquinone oxidoreductase, subunit RnfG"	2092.733376	3311.377691	4270.509446	3203.347156	3936.334753	2161.263983
T449DRAFT_2514	hypothetical protein	7891.348773	23021.36535	40018.82178	24492.03224	26463.80198	10073.85022
T449DRAFT_2515	putative homoserine kinase type II (protein kinase fold)	851.9168786	970.774688	916.2778888	894.0415226	860.7486614	786.6873328
T449DRAFT_2516	"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family"	1633.204006	1692.140859	1887.416954	1860.475071	1567.003973	1622.276851
T449DRAFT_2517	ribonuclease PH	1579.141727	1517.554898	1923.028594	1802.56145	1530.652597	1326.737556
T449DRAFT_2518	serine/threonine protein kinase	2377.868299	2103.664912	2560.188219	2466.75829	1652.68936	2046.450156
T449DRAFT_2519	TIGR00255 family protein	3426.850904	3119.524985	3986.578798	4057.573064	2496.560597	3348.736619
T449DRAFT_2520	diguanylate cyclase (GGDEF) domain-containing protein	2538.311191	2527.65939	2149.210636	2233.294006	1914.938576	2295.213448
T449DRAFT_2521	diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)	3825.342217	3497.474815	3242.584251	3311.935195	2992.497232	3349.79971
T449DRAFT_2522	"proton-translocating NADH-quinone oxidoreductase, chain M"	33179.41571	29323.72672	44022.72516	42223.55414	19140.29791	16852.11838
T449DRAFT_2523	hypothetical protein	59635.92544	53925.95836	75821.03282	72323.2537	36581.16898	31370.75203
T449DRAFT_2524	hypothetical protein	7429.203485	8226.643996	9721.015417	10174.69927	6889.884082	6204.199019
T449DRAFT_2525	"NADH-Ubiquinone/plastoquinone (complex I), various chains/NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	26564.63429	24740.36559	34375.82046	31409.09033	19346.7218	16470.46871
T449DRAFT_2526	"proton-translocating NADH-quinone oxidoreductase, chain M"	20259.40303	18619.30503	25784.75277	22701.23449	14943.01221	12465.80495
T449DRAFT_2527	"proton-translocating NADH-quinone oxidoreductase, chain M"	13601.023	12799.45322	16479.52732	15205.04019	10828.81536	9697.516013
T449DRAFT_2528	"putative addiction module antidote protein, CC2985 family"	1669.82684	1704.611285	2121.29881	1902.100486	1578.688344	1489.390477
T449DRAFT_2530	Domain of unknown function (DUF4365)	3229.785177	3552.152836	4241.635143	3755.336355	3741.595237	3200.966972
T449DRAFT_2531	"phosphoribosylaminoimidazole carboxylase, PurK protein"	2343.861381	2370.340172	2818.131994	2551.818921	2801.652506	2340.926361
T449DRAFT_2532	"phosphoribosylaminoimidazole carboxylase, PurE protein"	1198.96183	1295.00576	1421.578195	1369.114194	1347.597452	1194.914273
T449DRAFT_2533	hypothetical protein	1038.518938	1036.004608	1274.319249	1220.710541	1207.385	1208.734456
T449DRAFT_2535	"glutamate-1-semialdehyde-2,1-aminomutase"	7416.995874	6993.031102	7229.163049	7526.056016	6993.745157	6690.031602
T449DRAFT_2536	PAS domain S-box	24307.09816	21688.94832	18333.25759	18628.27812	19679.07724	21480.81655
T449DRAFT_2537	response regulator receiver modulated diguanylate cyclase	13566.14411	12437.81087	9490.020991	10437.12037	10948.2556	11578.12397
T449DRAFT_2538	ATPase involved in chromosome partitioning	2814.726391	2560.27435	2144.398252	2302.066431	2722.458436	2511.020919
T449DRAFT_2539	hypothetical protein	554.5743447	595.7026494	427.3396876	485.026575	624.4647151	473.0754907
T449DRAFT_2540	glycogen/starch/alpha-glucan phosphorylase	5221.369774	5278.827182	4661.275016	5242.992492	5163.193705	4797.729639
T449DRAFT_2541	methylase involved in ubiquinone/menaquinone biosynthesis	2980.401117	2681.141554	2190.597137	2337.357543	2369.33078	2832.074398
T449DRAFT_2542	GTP cyclohydrolase II	2708.345778	2578.500357	2699.747351	2476.712194	2486.17449	2450.424733
T449DRAFT_2543	amidohydrolase	1404.747279	1302.679868	1500.501291	1372.733795	1102.225661	1184.283363
T449DRAFT_2544	hypothetical protein	14.82352808	7.674108205	14.43715161	4.524501633	9.087844087	18.07254683
T449DRAFT_2545	hypothetical protein	79.34947385	86.33371731	95.28520062	84.15573037	54.52706452	97.8043711
T449DRAFT_2546	hypothetical protein	1808.470426	1700.774231	1713.208658	1586.290272	1512.476909	1585.068666
T449DRAFT_2547	Mg2+/Co2+ transporter	2070.062098	1899.341781	1748.820298	1782.653643	1569.6005	1704.134857
T449DRAFT_2548	"K+-transporting ATPase, KdpA"	653.9791801	603.3767576	645.8219153	679.5801452	568.6393872	639.9807761
T449DRAFT_2549	"K+-transporting ATPase, B subunit"	607.7646513	562.128426	631.3847637	664.1968397	556.9550162	543.239496
T449DRAFT_2550	"K+-transporting ATPase, C subunit"	464.761204	403.8499443	427.3396876	460.5942662	372.6016076	397.5960303
T449DRAFT_2551	Protein of unknown function (DUF2971)	411.5708973	444.1390124	374.4034651	410.8247482	349.2328656	383.7758475
T449DRAFT_2552	Protein of unknown function (DUF2442)	204.9134764	177.4637522	190.5704012	190.9339689	198.6343065	183.9147413
T449DRAFT_2553	osmosensitive K+ channel histidine kinase	1914.851039	1560.721756	1689.146738	1645.108794	1341.106135	1610.58285
T449DRAFT_2554	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	416.8027308	352.0497139	343.6042083	369.1993332	347.9346022	301.9178412
T449DRAFT_2555	CcdB protein	108.99653	132.3783665	173.2458193	127.590946	144.107242	113.750736
T449DRAFT_2556	post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	94.17300193	119.9079407	112.6097825	103.1586372	99.96628496	104.182917
T449DRAFT_2558	Protein of unknown function (DUF2782)	2186.034406	1927.160423	2358.068096	2009.783625	1708.514688	1908.248327
T449DRAFT_2559	homoserine kinase	1961.93754	1953.060538	2231.021162	1858.665271	1604.653613	1462.813203
T449DRAFT_2560	hypothetical protein	2296.77488	2377.055017	2421.591563	2018.832629	1882.48199	1869.977052
T449DRAFT_2561	nucleoside phosphorylase	7973.314163	8244.870003	8506.369728	8409.238735	2653.650473	2550.355286
T449DRAFT_2562	multidrug resistance efflux pump	35285.22867	35246.21972	35476.89389	38193.12808	6740.583786	7973.182427
T449DRAFT_2563	"efflux transporter, outer membrane factor lipoprotein, NodT family"	62943.31615	59250.83019	61081.6635	64204.48797	11744.09109	13331.16102
T449DRAFT_2564	"drug resistance transporter, EmrB/QacA subfamily"	39928.48085	38620.90881	40472.14834	42162.92581	8268.639856	9379.651807
T449DRAFT_2565	hypothetical protein	24381.2158	26117.86801	27224.61803	27992.1867	5696.779979	6581.596321
T449DRAFT_2566	transcriptional regulator	2723.169306	2631.259851	2617.936825	2787.093006	1452.756791	1728.58595
T449DRAFT_2567	hypothetical protein	1495.432392	1453.284241	1361.904635	1464.128728	738.711898	984.422257
T449DRAFT_2568	"transcriptional regulator, BadM/Rrf2 family"	657.467069	612.9693929	782.4936172	689.5340488	427.1286721	432.678033
T449DRAFT_2569	truncated hemoglobin	1491.072531	1659.525899	8485.195239	5957.86375	2596.526882	2617.330018
T449DRAFT_2570	flavodoxin reductase family protein	769.0795158	695.4660561	2565.000603	1714.786119	1043.803807	850.4727922
T449DRAFT_2571	"site-specific recombinase, DNA invertase Pin"	332.2214235	361.6423492	760.3566514	605.3783185	382.9877151	426.2994871
T449DRAFT_2572	uncharacterized Fe-S protein	958.2974918	871.0112813	1440.827731	1184.514527	854.2573442	838.7787913
T449DRAFT_2573	2-polyprenylphenol hydroxylase-like oxidoreductase	23537.14668	22441.01092	18930.95567	21714.89314	18813.13552	20078.59953
T449DRAFT_2574	truncated hemoglobin	45820.39727	43478.6193	37142.94118	42832.55206	29300.5076	38552.99476
T449DRAFT_2575	predicted transcriptional regulator	456.0414816	418.2388972	432.1520715	444.3060603	312.8814893	412.4793042
T449DRAFT_2576	Glycosyl transferase family 2	1273.079471	1365.991261	1276.244202	1242.428148	1533.249124	1396.901561
T449DRAFT_2577	hypothetical protein	7453.618708	7786.342038	7442.832893	7852.725034	8163.480517	7939.163515
T449DRAFT_2578	"P-type ATPase, translocating"	4953.674296	4602.546396	4302.271179	4438.536102	4468.622764	4289.572146
T449DRAFT_2579	hypothetical protein	395.0034248	468.1206005	409.0526289	389.1071404	405.0581936	420.9840321
T449DRAFT_2580	"Antitoxin Phd_YefM, type II toxin-antitoxin system"	1164.954913	1068.619568	1215.608165	1090.404893	837.3799195	1249.131914
T449DRAFT_2581	hypothetical protein	319.1418399	428.790796	515.8875508	409.9198479	324.5658603	563.4382248
T449DRAFT_2582	glucose-inhibited division protein A	7591.390322	6991.112575	8116.566635	7726.943888	6535.458162	6993.012534
T449DRAFT_2583	16S rRNA (guanine(527)-N(7))-methyltransferase GidB	1559.086365	1579.907027	1613.111073	1646.918594	1363.176613	1608.456668
T449DRAFT_2584	ATPase involved in chromosome partitioning	2946.394199	3065.806228	3227.184623	3033.225895	2840.600409	2870.345674
T449DRAFT_2585	hypothetical protein	634.7957908	644.6250893	661.2215437	734.7790652	584.2185485	656.990232
